CBO Ocupação 2002;titulo;POTECoriginal;potec;Potec Grupo
342205;Ajudante de despachante aduaneiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
342310;Inspetor de serviços de transportes rodoviários (passageiros e cargas);Demais Ocupações;Demais Ocupações;Demais Ocupações
342315;Supervisor de carga e descarga;Demais Ocupações;Demais Ocupações;Demais Ocupações
342305;Chefe de serviço de transporte rodoviário (passageiros e cargas);Demais Ocupações;Demais Ocupações;Demais Ocupações
342410;Operador de centro de controle (ferrovia e metrô);Demais Ocupações;Demais Ocupações;Demais Ocupações
342405;Agente de estação (ferrovia e metrô);Demais Ocupações;Demais Ocupações;Demais Ocupações
342530;Inspetor de aviação civil;Demais Ocupações;Demais Ocupações;Demais Ocupações
342515;Fiscal de aviação civil (fac);Demais Ocupações;Demais Ocupações;Demais Ocupações
342510;Despachante operacional de vôo;Demais Ocupações;Demais Ocupações;Demais Ocupações
342520;Gerente da administração de aeroportos;Demais Ocupações;Demais Ocupações;Demais Ocupações
342525;Gerente de empresa aérea em aeroportos;Demais Ocupações;Demais Ocupações;Demais Ocupações
342545;Supervisor de empresa aérea em aeroportos;Demais Ocupações;Demais Ocupações;Demais Ocupações
342540;Supervisor da administração de aeroportos;Demais Ocupações;Demais Ocupações;Demais Ocupações
342535;Operador de atendimento aeroviário;Demais Ocupações;Demais Ocupações;Demais Ocupações
342505;Controlador de tráfego aéreo;Demais Ocupações;Demais Ocupações;Demais Ocupações
342550;Agente de proteção de aviação civil;Demais Ocupações;Demais Ocupações;Demais Ocupações
342605;Chefe de estação portuária;Demais Ocupações;Demais Ocupações;Demais Ocupações
342610;Supervisor de operações portuárias;Demais Ocupações;Demais Ocupações;Demais Ocupações
351110;Chefe de contabilidade (técnico);Demais Ocupações;Demais Ocupações;Demais Ocupações
351105;Técnico de contabilidade;Demais Ocupações;Demais Ocupações;Demais Ocupações
351115;Consultor contábil (técnico);Demais Ocupações;Demais Ocupações;Demais Ocupações
351310;Técnico em administração de comércio exterior;Demais Ocupações;Demais Ocupações;Demais Ocupações
351315;Agente de recrutamento e seleção;Demais Ocupações;Demais Ocupações;Demais Ocupações
351305;Técnico em administração;Demais Ocupações;Demais Ocupações;Demais Ocupações
351405;Escrevente;Demais Ocupações;Demais Ocupações;Demais Ocupações
351410;Escrivão judicial;Demais Ocupações;Demais Ocupações;Demais Ocupações
351415;Escrivão extra - judicial;Demais Ocupações;Demais Ocupações;Demais Ocupações
351425;Oficial de justiça;Demais Ocupações;Demais Ocupações;Demais Ocupações
351430;Auxiliar de serviços jurídicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
351420;Escrivão de polícia;Demais Ocupações;Demais Ocupações;Demais Ocupações
351510;Taquígrafo;Demais Ocupações;Demais Ocupações;Demais Ocupações
351515;Estenotipista;Demais Ocupações;Demais Ocupações;Demais Ocupações
351505;Técnico em secretariado;Demais Ocupações;Demais Ocupações;Demais Ocupações
351610;Técnico em higiene ocupacional;Demais Ocupações;Demais Ocupações;Demais Ocupações
351605;Técnico em segurança do trabalho;Demais Ocupações;Demais Ocupações;Demais Ocupações
351705;Analista de seguros (técnico);Demais Ocupações;Demais Ocupações;Demais Ocupações
351720;Assistente técnico de seguros;Demais Ocupações;Demais Ocupações;Demais Ocupações
351735;Técnico de resseguros;Demais Ocupações;Demais Ocupações;Demais Ocupações
351730;Inspetor de sinistros;Demais Ocupações;Demais Ocupações;Demais Ocupações
351715;Assistente comercial de seguros;Demais Ocupações;Demais Ocupações;Demais Ocupações
351740;Técnico de seguros;Demais Ocupações;Demais Ocupações;Demais Ocupações
351725;Inspetor de risco;Demais Ocupações;Demais Ocupações;Demais Ocupações
351710;Analista de sinistros;Demais Ocupações;Demais Ocupações;Demais Ocupações
351815;Papiloscopista policial;Demais Ocupações;Demais Ocupações;Demais Ocupações
351810;Investigador de polícia;Demais Ocupações;Demais Ocupações;Demais Ocupações
351805;Detetive profissional;Demais Ocupações;Demais Ocupações;Demais Ocupações
351910;Agente técnico de inteligência;Demais Ocupações;Demais Ocupações;Demais Ocupações
351905;Agente de inteligência;Demais Ocupações;Demais Ocupações;Demais Ocupações
352210;Agente de saúde pública;Demais Ocupações;Demais Ocupações;Demais Ocupações
352205;Agente de defesa ambiental;Demais Ocupações;Demais Ocupações;Demais Ocupações
352315;Agente fiscal metrológico;Demais Ocupações;Demais Ocupações;Demais Ocupações
352320;Agente fiscal têxtil;Demais Ocupações;Demais Ocupações;Demais Ocupações
352310;Agente fiscal de qualidade;Demais Ocupações;Demais Ocupações;Demais Ocupações
352305;Metrologista;Demais Ocupações;Demais Ocupações;Demais Ocupações
352420;Técnico em direitos autorais;Demais Ocupações;Demais Ocupações;Demais Ocupações
352410;Avaliador de produtos do meio de comunicação;Demais Ocupações;Demais Ocupações;Demais Ocupações
352405;Agente de direitos autorais;Demais Ocupações;Demais Ocupações;Demais Ocupações
353220;Técnico de operações e serviços bancários - leasing;Demais Ocupações;Demais Ocupações;Demais Ocupações
353235;Chefe de serviços bancários;Demais Ocupações;Demais Ocupações;Demais Ocupações
353230;Tesoureiro de banco;Demais Ocupações;Demais Ocupações;Demais Ocupações
353225;Técnico de operações e serviços bancários - renda fixa e variável;Demais Ocupações;Demais Ocupações;Demais Ocupações
353210;Técnico de operações e serviços bancários - crédito imobiliário;Demais Ocupações;Demais Ocupações;Demais Ocupações
353205;Técnico de operações e serviços bancários - câmbio;Demais Ocupações;Demais Ocupações;Demais Ocupações
353215;Técnico de operações e serviços bancários - crédito rural;Demais Ocupações;Demais Ocupações;Demais Ocupações
354120;Agente de vendas de serviços;Demais Ocupações;Demais Ocupações;Demais Ocupações
354125;Assistente de vendas;Demais Ocupações;Demais Ocupações;Demais Ocupações
354130;Promotor de vendas especializado;Demais Ocupações;Demais Ocupações;Demais Ocupações
354145;Vendedor pracista;Demais Ocupações;Demais Ocupações;Demais Ocupações
354150;Propagandista de produtos famacêuticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
354135;Técnico de vendas;Demais Ocupações;Demais Ocupações;Demais Ocupações
354140;Técnico em atendimento e vendas;Demais Ocupações;Demais Ocupações;Demais Ocupações
354205;Comprador;Demais Ocupações;Demais Ocupações;Demais Ocupações
354210;Supervisor de compras;Demais Ocupações;Demais Ocupações;Demais Ocupações
354305;Analista de exportação e importação;Demais Ocupações;Demais Ocupações;Demais Ocupações
354405;Leiloeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
354410;Avaliador de imóveis;Demais Ocupações;Demais Ocupações;Demais Ocupações
354415;Avaliador de bens móveis;Demais Ocupações;Demais Ocupações;Demais Ocupações
354505;Corretor de seguros;Demais Ocupações;Demais Ocupações;Demais Ocupações
354605;Corretor de imóveis;Demais Ocupações;Demais Ocupações;Demais Ocupações
354705;Representante comercial autônomo;Demais Ocupações;Demais Ocupações;Demais Ocupações
354820;Organizador de evento;Demais Ocupações;Demais Ocupações;Demais Ocupações
354815;Agente de viagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
354810;Operador de turismo;Demais Ocupações;Demais Ocupações;Demais Ocupações
354825;Cerimonialista;Demais Ocupações;Demais Ocupações;Demais Ocupações
354805;Técnico em turismo;Demais Ocupações;Demais Ocupações;Demais Ocupações
371105;Auxiliar de biblioteca;Demais Ocupações;Demais Ocupações;Demais Ocupações
371110;Técnico em biblioteconomia;Demais Ocupações;Demais Ocupações;Demais Ocupações
371210;Técnico em museologia;Demais Ocupações;Demais Ocupações;Demais Ocupações
371205;Colecionador de selos e moedas;Demais Ocupações;Demais Ocupações;Demais Ocupações
371310;Técnico gráfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
371305;Técnico em programação visual;Demais Ocupações;Demais Ocupações;Demais Ocupações
371405;Recreador de acantonamento;Demais Ocupações;Demais Ocupações;Demais Ocupações
371410;Recreador;Demais Ocupações;Demais Ocupações;Demais Ocupações
372105;Diretor de fotografia;Demais Ocupações;Demais Ocupações;Demais Ocupações
372110;Iluminador (televisão);Demais Ocupações;Demais Ocupações;Demais Ocupações
372115;Operador de câmera de televisão;Demais Ocupações;Demais Ocupações;Demais Ocupações
372205;Operador de rede de teleprocessamento;Demais Ocupações;Demais Ocupações;Demais Ocupações
372210;Radiotelegrafista;Demais Ocupações;Demais Ocupações;Demais Ocupações
373130;Técnico de sistemas audiovisuais;Demais Ocupações;Demais Ocupações;Demais Ocupações
373135;Operador de controle mestre;Demais Ocupações;Demais Ocupações;Demais Ocupações
373145;Assistente de operações audiovisuais;Demais Ocupações;Demais Ocupações;Demais Ocupações
373140;Coordenador de programação;Demais Ocupações;Demais Ocupações;Demais Ocupações
373105;Operador de mídia audiovisual;Demais Ocupações;Demais Ocupações;Demais Ocupações
373230;Supervisor técnico (mídias audiovisuais);Demais Ocupações;Demais Ocupações;Demais Ocupações
373220;Supervisor técnico operacional de sistemas de televisão e produtoras de vídeo;Demais Ocupações;Demais Ocupações;Demais Ocupações
373225;Supervisor de operações (mídias audiovisuais);Demais Ocupações;Demais Ocupações;Demais Ocupações
374110;Técnico em instalação de equipamentos de áudio;Demais Ocupações;Demais Ocupações;Demais Ocupações
374105;Técnico em gravação de áudio;Demais Ocupações;Demais Ocupações;Demais Ocupações
374115;Técnico em masterização de áudio;Demais Ocupações;Demais Ocupações;Demais Ocupações
374120;Projetista de som;Demais Ocupações;Demais Ocupações;Demais Ocupações
374145;Dj (disc jockey);Demais Ocupações;Demais Ocupações;Demais Ocupações
374140;Microfonista;Demais Ocupações;Demais Ocupações;Demais Ocupações
374135;Projetista de sistemas de áudio;Demais Ocupações;Demais Ocupações;Demais Ocupações
374150;Sonoplasta;Demais Ocupações;Demais Ocupações;Demais Ocupações
374155;Analista musical;Demais Ocupações;Demais Ocupações;Demais Ocupações
374130;Técnico em mixagem de áudio;Demais Ocupações;Demais Ocupações;Demais Ocupações
374125;Técnico em sonorização;Demais Ocupações;Demais Ocupações;Demais Ocupações
374205;Cenotécnico (cinema, vídeo, televisão, teatro e espetáculos);Demais Ocupações;Demais Ocupações;Demais Ocupações
374210;Maquinista de cinema e vídeo;Demais Ocupações;Demais Ocupações;Demais Ocupações
374215;Maquinista de teatro e espetáculos;Demais Ocupações;Demais Ocupações;Demais Ocupações
374305;Operador de projetor cinematográfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
374310;Operador-mantenedor de projetor cinematográfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
374415;Finalizador de vídeo;Demais Ocupações;Demais Ocupações;Demais Ocupações
374425;Diretor de imagens (tv);Demais Ocupações;Demais Ocupações;Demais Ocupações
374405;Editor de mídia audiovisual;Demais Ocupações;Demais Ocupações;Demais Ocupações
374410;Finalizador de filmes;Demais Ocupações;Demais Ocupações;Demais Ocupações
374420;Montador de filmes;Demais Ocupações;Demais Ocupações;Demais Ocupações
375105;Designer de interiores;Demais Ocupações;Demais Ocupações;Demais Ocupações
375110;Designer de vitrines;Demais Ocupações;Demais Ocupações;Demais Ocupações
375120;Decorador de eventos;Demais Ocupações;Demais Ocupações;Demais Ocupações
375115;Visual merchandiser;Demais Ocupações;Demais Ocupações;Demais Ocupações
376110;Dançarino popular;Demais Ocupações;Demais Ocupações;Demais Ocupações
376105;Dançarino tradicional;Demais Ocupações;Demais Ocupações;Demais Ocupações
376240;Malabarista;Demais Ocupações;Demais Ocupações;Demais Ocupações
376255;Trapezista;Demais Ocupações;Demais Ocupações;Demais Ocupações
376250;Titeriteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
376245;Palhaço;Demais Ocupações;Demais Ocupações;Demais Ocupações
376215;Artista de circo (outros);Demais Ocupações;Demais Ocupações;Demais Ocupações
376235;Mágico;Demais Ocupações;Demais Ocupações;Demais Ocupações
376205;Acrobata;Demais Ocupações;Demais Ocupações;Demais Ocupações
376220;Contorcionista;Demais Ocupações;Demais Ocupações;Demais Ocupações
376225;Domador de animais (circense);Demais Ocupações;Demais Ocupações;Demais Ocupações
376230;Equilibrista;Demais Ocupações;Demais Ocupações;Demais Ocupações
376210;Artista aéreo;Demais Ocupações;Demais Ocupações;Demais Ocupações
376330;Mestre de cerimonias;Demais Ocupações;Demais Ocupações;Demais Ocupações
376320;Apresentador de programas de televisão;Demais Ocupações;Demais Ocupações;Demais Ocupações
376325;Apresentador de circo;Demais Ocupações;Demais Ocupações;Demais Ocupações
376315;Apresentador de programas de rádio;Demais Ocupações;Demais Ocupações;Demais Ocupações
376305;Apresentador de eventos;Demais Ocupações;Demais Ocupações;Demais Ocupações
376310;Apresentador de festas populares;Demais Ocupações;Demais Ocupações;Demais Ocupações
376415;Modelo publicitário;Demais Ocupações;Demais Ocupações;Demais Ocupações
376410;Modelo de modas;Demais Ocupações;Demais Ocupações;Demais Ocupações
376405;Modelo artístico;Demais Ocupações;Demais Ocupações;Demais Ocupações
377105;Atleta profissional (outras modalidades);Demais Ocupações;Demais Ocupações;Demais Ocupações
377115;Atleta profissional de golfe;Demais Ocupações;Demais Ocupações;Demais Ocupações
377120;Atleta profissional de luta;Demais Ocupações;Demais Ocupações;Demais Ocupações
