CBO 94 Ocupação;CBO 02;nomenclatura;POTECoriginal;potec;Potec Grupo
31430;351410;Escrivão;Demais Ocupações;Demais Ocupações;Demais Ocupações
31440;351425;Oficial de justiça;Demais Ocupações;Demais Ocupações;Demais Ocupações
31490;252210;Outros  serventuários  da  Justiça e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
31920;352210;Agente de saúde pública;Demais Ocupações;Demais Ocupações;Demais Ocupações
31930;352205;Agente de defesa florestal;Demais Ocupações;Demais Ocupações;Demais Ocupações
31940;352205;Agente de inspeção da pesca;Demais Ocupações;Demais Ocupações;Demais Ocupações
31950;352305;Metrologista;Demais Ocupações;Demais Ocupações;Demais Ocupações
31960;352410;Técnico de censura;Demais Ocupações;Demais Ocupações;Demais Ocupações
31970;254405;Agente sindical;Demais Ocupações;Demais Ocupações;Demais Ocupações
31980;254405;Agente de inspeção do trabalho;Demais Ocupações;Demais Ocupações;Demais Ocupações
31985;351305;Agente de colocação;Demais Ocupações;Demais Ocupações;Demais Ocupações
31990;222110;Outros agentes de administração de empresas públicas  e  privadas não-classificados sob outras epígr;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros
32105;351505;Secretário, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
32110;252305;Secretário executivo;Demais Ocupações;Demais Ocupações;Demais Ocupações
32115;252310;Secretário bilíngüe;Demais Ocupações;Demais Ocupações;Demais Ocupações
32190;252310;Outros secretários;Demais Ocupações;Demais Ocupações;Demais Ocupações
32320;412105;Datilógrafo;Demais Ocupações;Demais Ocupações;Demais Ocupações
32330;351510;Estenógrafo;Demais Ocupações;Demais Ocupações;Demais Ocupações
32340;412115;Operador de teleimpressores;Demais Ocupações;Demais Ocupações;Demais Ocupações
32350;372205;Operador de rede de teleprocessamento;Demais Ocupações;Demais Ocupações;Demais Ocupações
32390;261305;Outros  datilógrafos, estenógrafos e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
32784;-99;outros;Demais Ocupações;Demais Ocupações;Demais Ocupações
32800;-99;outros;Demais Ocupações;Demais Ocupações;Demais Ocupações
32816;-99;outros;Demais Ocupações;Demais Ocupações;Demais Ocupações
32832;-99;outros;Demais Ocupações;Demais Ocupações;Demais Ocupações
33115;413110;Auxiliar de contabilidade;Demais Ocupações;Demais Ocupações;Demais Ocupações
33130;413110;Caixa;Demais Ocupações;Demais Ocupações;Demais Ocupações
33140;413210;Caixa de banco;Demais Ocupações;Demais Ocupações;Demais Ocupações
33145;421125;Operador de caixa;Demais Ocupações;Demais Ocupações;Demais Ocupações
33150;253305;Operador de câmbio;Demais Ocupações;Demais Ocupações;Demais Ocupações
33155;353225;Operador de produtos (financeiros);Demais Ocupações;Demais Ocupações;Demais Ocupações
33157;353230;Tesoureiro (banco);Demais Ocupações;Demais Ocupações;Demais Ocupações
33165;413215;Compensador de banco;Demais Ocupações;Demais Ocupações;Demais Ocupações
33175;413110;Encarregado de pagamento;Demais Ocupações;Demais Ocupações;Demais Ocupações
33190;141720;Outros  auxiliares de contabilidade, caixas e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
33220;421105;Atendente de guichê (agência postal);Demais Ocupações;Demais Ocupações;Demais Ocupações
33230;421115;Bilheteiro (locais de diversão);Demais Ocupações;Demais Ocupações;Demais Ocupações
33235;511220;Bilheteiro  (estações de metrô, ferroviárias e assemelhadas);Demais Ocupações;Demais Ocupações;Demais Ocupações
33240;421120;Emissor de passagens;Demais Ocupações;Demais Ocupações;Demais Ocupações
33250;421210;Recebedor de apostas (turfe);Demais Ocupações;Demais Ocupações;Demais Ocupações
33260;421205;Recebedor  de apostas (loteria);Demais Ocupações;Demais Ocupações;Demais Ocupações
33270;519940;Distribuidor (coletor de fichas telefônicas);Demais Ocupações;Demais Ocupações;Demais Ocupações
33290;354815;Outros  atendentes de guichê, bilheteiros e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
33920;413110;Calculista de custos;Demais Ocupações;Demais Ocupações;Demais Ocupações
33925;413230;Analista de crédito e cobrança;Demais Ocupações;Demais Ocupações;Demais Ocupações
33930;413105;Calculista (folha de pagamento);Demais Ocupações;Demais Ocupações;Demais Ocupações
33950;413115;Faturista;Demais Ocupações;Demais Ocupações;Demais Ocupações
33960;421305;Cobrador;Demais Ocupações;Demais Ocupações;Demais Ocupações
33970;411040;Auxiliar de seguros;Demais Ocupações;Demais Ocupações;Demais Ocupações
33990;252210;Outros trabalhadores de serviços de contabilidade, caixas  e trabalhadores assemelhados não classifi;Demais Ocupações;Demais Ocupações;Demais Ocupações
34120;411010;Operador de máquina contábil;Demais Ocupações;Demais Ocupações;Demais Ocupações
34130;411010;Operador de máquina de calcular;Demais Ocupações;Demais Ocupações;Demais Ocupações
34190;413110;Outros  operadores de máquinas contábeis e de calcular;Demais Ocupações;Demais Ocupações;Demais Ocupações
34220;317205;Operador de computador;Demais Ocupações;Demais Ocupações;Técnicos
34225;317205;Operador de micro;Demais Ocupações;Demais Ocupações;Técnicos
34230;411010;Operador de máquinas classificadora e tabuladora;Demais Ocupações;Demais Ocupações;Demais Ocupações
34232;317205;Operador de console;Demais Ocupações;Demais Ocupações;Técnicos
34235;317205;Operador periférico;Demais Ocupações;Demais Ocupações;Técnicos
34240;412110;Digitador;Demais Ocupações;Demais Ocupações;Demais Ocupações
34290;313305;Outros  operadores de máquina de processamento automático de dados;Demais Ocupações;Demais Ocupações;Técnicos
34320;412110;Operador de equipamentos de entrada de dados;Demais Ocupações;Demais Ocupações;Demais Ocupações
34330;412120;Conferidor (cartões e fitas);Demais Ocupações;Demais Ocupações;Demais Ocupações
34390;412110;Outros  perfuradores  e  conferidores  (cartões  e fitas);Demais Ocupações;Demais Ocupações;Demais Ocupações
34410;412120;Encarregado de digitação e operação;Demais Ocupações;Demais Ocupações;Demais Ocupações
34415;391115;Controlador E/S;Demais Ocupações;Demais Ocupações;Demais Ocupações
34420;391120;Planejista;Demais Ocupações;Demais Ocupações;Demais Ocupações
34430;391120;Scheduler;Demais Ocupações;Demais Ocupações;Demais Ocupações
34440;142515;Gerente de operação (informática);Demais Ocupações;Demais Ocupações;Demais Ocupações
34490;342610;Outros  técnicos  de  controle   de   produção   e operação e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
35120;342405;Agente de estação (ferrovias);Demais Ocupações;Demais Ocupações;Demais Ocupações
35130;342410;Agente de movimento (ferrovias);Demais Ocupações;Demais Ocupações;Demais Ocupações
35140;342410;Agente de trem;Demais Ocupações;Demais Ocupações;Demais Ocupações
35190;342405;Outros agentes de estação e de movimento (serviços ferroviários);Demais Ocupações;Demais Ocupações;Demais Ocupações
35220;141610;Chefe de serviços postais e telegráficos;Demais Ocupações;Demais Ocupações;Demais Ocupações
35230;141610;Chefe de agência de correios e telégrafos;Demais Ocupações;Demais Ocupações;Demais Ocupações
35240;313315;Chefe de serviços de telecomunicações;Demais Ocupações;Demais Ocupações;Técnicos
35290;412115;Outros  chefes de serviços de correios e telecomunicações;Demais Ocupações;Demais Ocupações;Demais Ocupações
35320;342520;Gerente de aeroporto;Demais Ocupações;Demais Ocupações;Demais Ocupações
35330;342510;Supervisor de vôo;Demais Ocupações;Demais Ocupações;Demais Ocupações
35340;342505;Controlador de tráfego aéreo;Demais Ocupações;Demais Ocupações;Demais Ocupações
35350;342515;Agente fiscal de aviação civil;Demais Ocupações;Demais Ocupações;Demais Ocupações
35390;342505;Outros chefes de serviços aéreos, controladores de tráfego aéreo e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
35420;342305;Chefe   de  serviço   de   transporte   rodoviário (passageiros e cargas);Demais Ocupações;Demais Ocupações;Demais Ocupações
35430;342310;Inspetor  de  serviços  de  transporte  rodoviário (passageiros e cargas);Demais Ocupações;Demais Ocupações;Demais Ocupações
35490;342305;Outros  chefes  e inspetores de serviços de transporte rodoviário;Demais Ocupações;Demais Ocupações;Demais Ocupações
35520;342610;Chefe  de  serviço  de  transporte  por vias navegáveis;Demais Ocupações;Demais Ocupações;Demais Ocupações
35590;342605;Outros chefes de serviços de transporte marítimo, fluvial e lacustre;Demais Ocupações;Demais Ocupações;Demais Ocupações
36025;511210;Despachante de transportes coletivos (exceto trem);Demais Ocupações;Demais Ocupações;Demais Ocupações
36035;511205;Fiscal de transportes coletivos (exceto trem);Demais Ocupações;Demais Ocupações;Demais Ocupações
36040;511215;Cobrador de transportes coletivos (exceto trem);Demais Ocupações;Demais Ocupações;Demais Ocupações
36090;342505;Outros   despachantes,  fiscais  e  cobradores  de transportes coletivos (exceto trem);Demais Ocupações;Demais Ocupações;Demais Ocupações
37020;415210;Classificador de correspondência;Demais Ocupações;Demais Ocupações;Demais Ocupações
37030;415205;Carteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
37040;415205;Mensageiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
37090;141610;Outros  classificadores     de    correspondência, carteiros e mensageiros;Demais Ocupações;Demais Ocupações;Demais Ocupações
38020;422205;Telefonista;Demais Ocupações;Demais Ocupações;Demais Ocupações
38025;422315;Operador de telemarketing;Demais Ocupações;Demais Ocupações;Demais Ocupações
38030;372205;Radiotelefonista (estação terrestre);Demais Ocupações;Demais Ocupações;Demais Ocupações
38040;372210;Telegrafista;Demais Ocupações;Demais Ocupações;Demais Ocupações
38045;372210;Radiotelegrafista (estação terrestre);Demais Ocupações;Demais Ocupações;Demais Ocupações
38050;372210;Radiotelegrafista (marinha mercante);Demais Ocupações;Demais Ocupações;Demais Ocupações
38060;372210;Radiotelegrafista (aeronaves);Demais Ocupações;Demais Ocupações;Demais Ocupações
38070;372210;Fonogramista;Demais Ocupações;Demais Ocupações;Demais Ocupações
38080;372205;Operador de central telegráfica computadorizada;Demais Ocupações;Demais Ocupações;Demais Ocupações
38085;422205;Telefonista-monitor;Demais Ocupações;Demais Ocupações;Demais Ocupações
38090;372210;Outros telefonistas, telegrafistas e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
39115;414105;Almoxarife;Demais Ocupações;Demais Ocupações;Demais Ocupações
39120;414110;Operador de recepção, estocagem e movimentação de matéria-prima;Demais Ocupações;Demais Ocupações;Demais Ocupações
39125;410220;Assistente de patrimônio;Demais Ocupações;Demais Ocupações;Demais Ocupações
39130;414105;Estoquista;Demais Ocupações;Demais Ocupações;Demais Ocupações
39135;414105;Expedidor de material;Demais Ocupações;Demais Ocupações;Demais Ocupações
39140;414110;Armazenista;Demais Ocupações;Demais Ocupações;Demais Ocupações
39145;414105;Conferente de material;Demais Ocupações;Demais Ocupações;Demais Ocupações
39146;414105;Operador de recepção, estocagem e movimentação de material;Demais Ocupações;Demais Ocupações;Demais Ocupações
39150;414115;Balanceiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
39190;141615;Outros trabalhadores de serviços de abastecimento e armazenagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
39310;411005;Auxiliar de escritório, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
39315;413225;Escriturário de banco;Demais Ocupações;Demais Ocupações;Demais Ocupações
39320;351305;Correspondente comercial;Demais Ocupações;Demais Ocupações;Demais Ocupações
39325;354125;Assistente de vendas (financeiro);Demais Ocupações;Demais Ocupações;Demais Ocupações
39330;411030;Auxiliar de pessoal;Demais Ocupações;Demais Ocupações;Demais Ocupações
39340;351430;Auxiliar de serviços jurídicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
39360;414205;Apontador de mão-de-obra;Demais Ocupações;Demais Ocupações;Demais Ocupações
39370;414210;Apontador de produção;Demais Ocupações;Demais Ocupações;Demais Ocupações
39380;411045;Auxiliar de serviços de importação e exportação;Demais Ocupações;Demais Ocupações;Demais Ocupações
39385;342210;Despachante aduaneiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
39390;342105;Outros  auxiliares  de  escritório e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
39410;422105;Recepcionista, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
39415;422125;Recepcionista de banco;Demais Ocupações;Demais Ocupações;Demais Ocupações
39417;420125;Chefe de recepção (hotel);Demais Ocupações;Demais Ocupações;Demais Ocupações
39420;422120;Recepcionista de hotel;Demais Ocupações;Demais Ocupações;Demais Ocupações
39430;422110;Recepcionista de consultório médico ou dentário;Demais Ocupações;Demais Ocupações;Demais Ocupações
39435;422115;Recepcionista de seguro-saúde;Demais Ocupações;Demais Ocupações;Demais Ocupações
39490;420135;Outros recepcionistas;Demais Ocupações;Demais Ocupações;Demais Ocupações
